玫瑰香葡萄,5.00,6.50,8.00,葡萄类,斤,2021-06-10
克伦生,6.00,8.00,10.00,葡萄类,斤,2021-06-10
黑提葡萄、夏黑,6.00,8.00,10.00,葡萄类,斤,2021-06-10
乒乓球葡萄,6.00,8.00,10.00,葡萄类,斤,2021-06-10
维多利亚葡萄,4.00,5.00,6.00,葡萄类,斤,2021-06-10
郁金香,9.00,10.00,11.00,葡萄类,斤,2021-06-10
紫甜,8.00,8.50,9.00,葡萄类,斤,2021-06-10
台农小芒果,2.50,3.25,4.00,芒果类,斤,2021-06-10
台农大芒果,2.50,3.75,5.00,芒果类,斤,2021-06-10
红金龙,4.00,5.00,6.00,芒果类,斤,2021-06-10
高乐密,2.50,3.75,5.00,芒果类,斤,2021-06-10
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-06-10
木瓜,3.00,3.25,3.50,其他类,斤,2021-06-10
柠檬,3.50,3.75,4.00,其他类,斤,2021-06-10
黑枣,5.00,5.50,6.00,其他类,斤,2021-06-10
山楂,10.00,12.50,15.00,其他类,斤,2021-06-10
姑娘果（灯笼果）,10.00,15.00,20.00,其他类,斤,2021-06-10
鸭梨,1.20,1.35,1.50,梨类,斤,2021-06-10
雪花梨,1.40,1.50,1.60,梨类,斤,2021-06-10
皇冠梨（标箱）,2.00,2.25,2.50,梨类,斤,2021-06-10
青皇冠,1.50,1.70,1.90,梨类,斤,2021-06-10
丰水梨,1.80,2.25,2.70,梨类,斤,2021-06-10
酥梨,1.50,1.65,1.80,梨类,斤,2021-06-10
库尔勒香梨,3.00,3.50,4.00,梨类,斤,2021-06-10
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-06-10
红啤梨,3.00,3.25,3.50,梨类,斤,2021-06-10
蜜梨,2.00,2.50,3.00,梨类,斤,2021-06-10
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-06-10
鄂、湘、川脐橙,1.80,2.40,3.00,柑橘类,斤,2021-06-10
沃柑,3.50,4.00,4.50,柑橘类,斤,2021-06-10
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-06-10
金桔,5.00,6.00,7.00,柑橘类,斤,2021-06-10
心里美,1.30,1.45,1.60,冀/新,斤,2021-06-08
卞萝卜,0.50,0.55,0.60,冀,斤,2021-06-08
青萝卜,0.80,0.85,0.90,冀\鲁新,斤,2021-06-08
胡萝卜,0.70,0.80,0.90,冀/鲁新,斤,2021-06-08
胡萝卜（洗）,0.90,1.00,1.10,冀/鲁,斤,2021-06-08
小水萝卜,0.90,1.00,1.10,普通,斤,2021-06-08
土豆,0.70,0.80,0.90,\冀,斤,2021-06-08
新土豆（黄心）,0.80,1.00,1.20,鲁,斤,2021-06-08
黄葱头,0.90,1.05,1.20,\蒙甘,斤,2021-06-08
红葱头,1.10,1.20,1.30,老/新,斤,2021-06-08
山药,2.00,2.35,2.70,脆\麻新,斤,2021-06-08
铁棍山药,5.00,5.50,6.00,普通,斤,2021-06-08
莲藕,6.00,7.00,8.00,冀\云,斤,2021-06-08
红薯,1.20,1.25,1.30,\冀新,斤,2021-06-08
红薯,2.00,2.10,2.20,精品,斤,2021-06-08
茭白,2.50,2.85,3.20,京\浙,斤,2021-06-08
凉薯,2.00,2.15,2.30,普通,斤,2021-06-08
荸荠,3.00,3.40,3.80,皖,斤,2021-06-08
芋头,2.00,2.15,2.30,\鲁,斤,2021-06-08
苇叶,3.40,4.70,6.00,普通,斤,2021-06-08
吊冬瓜,0.70,0.75,0.80,冀,斤,2021-06-11
地冬瓜,0.50,0.53,0.55,冀,斤,2021-06-11
小毛冬瓜,0.80,1.00,1.20,冀\长,斤,2021-06-11
架豆,1.00,1.25,1.50,普通,斤,2021-06-11
豆王,1.80,2.65,3.50,普通,斤,2021-06-11
扁豆,2.00,3.00,4.00,冀\鲁聊城,斤,2021-06-11
豇豆,1.90,2.45,3.00,鲁\京,斤,2021-06-11
白不老,1.80,1.90,2.00,滇|鲁,斤,2021-06-11
锅里变架豆,1.80,1.90,2.00,普通,斤,2021-06-11
油豆,2.20,2.85,3.50,鲁,斤,2021-06-11
毛豆,4.00,4.15,4.30,普通,斤,2021-06-11
豌豆,1.30,1.33,1.35,普通,斤,2021-06-11
蚕豆,1.20,1.25,1.30,普通,斤,2021-06-11
荷兰豆,5.00,5.60,6.20,冀\云,斤,2021-06-11
玉米,1.50,1.60,1.70,普通,斤,2021-06-11
花生,4.50,5.00,5.50,广东\海南,斤,2021-06-11
苦瓜,2.00,2.40,2.80,冀/鲁,斤,2021-06-11
丝瓜,1.50,1.75,2.00,豫\鲁,斤,2021-06-11
丝瓜,2.00,2.50,3.00,短,斤,2021-06-11
瓠子,1.50,1.75,2.00,普通,斤,2021-06-11
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-06-08
国光苹果,1.00,1.40,1.80,苹果类,斤,2021-06-08
辽宁寒富苹果,1.50,1.75,2.00,苹果类,斤,2021-06-08
巨峰葡萄,5.00,5.50,6.00,葡萄类,斤,2021-06-08
红提葡萄,8.00,10.00,12.00,葡萄类,斤,2021-06-08
玫瑰香葡萄,5.00,6.50,8.00,葡萄类,斤,2021-06-08
克伦生,6.00,8.00,10.00,葡萄类,斤,2021-06-08
黑提葡萄、夏黑,6.00,8.00,10.00,葡萄类,斤,2021-06-08
乒乓球葡萄,6.00,8.00,10.00,葡萄类,斤,2021-06-08
维多利亚葡萄,4.00,5.00,6.00,葡萄类,斤,2021-06-08
郁金香,9.00,10.00,11.00,葡萄类,斤,2021-06-08
紫甜,8.00,8.50,9.00,葡萄类,斤,2021-06-08
台农小芒果,2.50,3.00,3.50,芒果类,斤,2021-06-08
台农大芒果,2.50,3.50,4.50,芒果类,斤,2021-06-08
红金龙,4.00,5.00,6.00,芒果类,斤,2021-06-08
高乐密,2.50,3.75,5.00,芒果类,斤,2021-06-08
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-06-08
水仙芒果,3.50,4.50,5.50,芒果类,斤,2021-06-08
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-06-10
玉纹,4.00,5.50,7.00,芒果类,斤,2021-06-08
整羊,27.00,27.50,28.00,羊肉类,斤,2021-06-10
肯特\新世纪\澳芒,3.00,4.50,6.00,芒果类,斤,2021-06-08
去骨羊前腿,39.00,39.00,39.00,羊肉类,斤,2021-06-10
去骨羊后腿,39.00,39.50,40.00,羊肉类,斤,2021-06-10
羊腰窝,38.00,38.00,38.00,羊肉类,斤,2021-06-10
羊肉片,38.00,39.00,40.00,羊肉类,斤,2021-06-10
羊蝎子,16.00,16.50,17.00,羊肉类,斤,2021-06-10
羊蝎子（精品）,29.00,29.50,30.00,羊肉类,斤,2021-06-10
羊排骨,29.00,29.50,30.00,羊肉类,斤,2021-06-10
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-06-10
羊小腿（羊棒）,24.00,24.50,25.00,羊肉类,斤,2021-06-10
羊上脑,39.00,39.00,39.00,羊肉类,斤,2021-06-10
羊骨头,10.00,10.00,10.00,羊肉类,斤,2021-06-10
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-06-10
羊里脊,39.00,39.00,39.00,羊肉类,斤,2021-06-10
淘汰鸡（干净膛）,11.00,11.00,11.00,禽肉类,斤,2021-06-10
淘汰鸡（净膛）,10.00,10.00,10.00,禽肉类,斤,2021-06-10
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-06-10
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-06-10
鸡胸,7.50,7.50,7.50,禽肉类,斤,2021-06-10
肥膘肉,6.00,6.50,7.00,猪肉类,斤,2021-06-10
猪腰子,18.00,18.00,18.00,猪肉类,斤,2021-06-10
猪心,9.00,9.00,9.00,猪肉类,斤,2021-06-10
猪肝,8.00,8.00,8.00,猪肉类,斤,2021-06-10
猪肺,4.00,4.25,4.50,猪肉类,个,2021-06-10
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-06-10
猪肠头,22.00,22.00,22.00,猪肉类,斤,2021-06-10
猪肠,20.00,20.50,21.00,猪肉类,斤,2021-06-10
整牛,33.00,33.00,33.00,牛肉类,斤,2021-06-10
牛前腱,36.00,36.25,36.50,牛肉类,斤,2021-06-10
牛后腱,36.00,36.25,36.50,牛肉类,斤,2021-06-10
牛前腿,34.00,34.50,35.00,牛肉类,斤,2021-06-10
牛后腿,34.00,34.50,35.00,牛肉类,斤,2021-06-10
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-06-10
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-06-10
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-06-10
牛林,34.00,34.50,35.00,牛肉类,斤,2021-06-10
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-06-10
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-06-10
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-06-10
蜜童,1.50,1.75,2.00,西瓜类,斤,2021-06-10
墨童西瓜,1.50,1.75,2.00,西瓜类,斤,2021-06-10
国产香蕉,2.20,2.50,2.80,香蕉类,斤,2021-06-10
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-06-10
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-06-10
皇帝(小米）香蕉,3.00,3.40,3.80,香蕉类,斤,2021-06-10
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-06-10
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-06-10
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-06-10
网纹,3.00,3.25,3.50,甜瓜类,斤,2021-06-10
长香玉,1.40,1.50,1.60,甜瓜类,斤,2021-06-10
24/白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-06-10
羊角蜜,1.70,2.60,3.50,甜瓜类,斤,2021-06-10
花蕾甜瓜,2.50,3.00,3.50,甜瓜类,斤,2021-06-10
久红瑞,1.80,1.90,2.00,甜瓜类,斤,2021-06-10
绿宝甜瓜,3.00,3.50,4.00,甜瓜类,斤,2021-06-10
博阳（系列）,1.80,2.40,3.00,甜瓜类,斤,2021-06-10
景甜,1.50,2.00,2.50,甜瓜类,斤,2021-06-10
富士（纸袋Φ70-84）,1.80,2.30,2.80,苹果类,斤,2021-06-10
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-06-10
蓝莓,13.00,27.00,41.00,其他类,斤,2021-06-11
火龙果,3.00,4.50,6.00,其他类,斤,2021-06-11
木瓜,3.00,3.25,3.50,其他类,斤,2021-06-11
柠檬,3.50,3.75,4.00,其他类,斤,2021-06-11
黑枣,5.00,5.50,6.00,其他类,斤,2021-06-11
山楂,10.00,12.50,15.00,其他类,斤,2021-06-11
姑娘果（灯笼果）,10.00,14.00,18.00,其他类,斤,2021-06-11
鸭梨,1.20,1.35,1.50,梨类,斤,2021-06-11
雪花梨,1.40,1.50,1.60,梨类,斤,2021-06-11
皇冠梨（标箱）,2.00,2.25,2.50,梨类,斤,2021-06-11
青皇冠,1.50,1.70,1.90,梨类,斤,2021-06-11
丰水梨,1.80,2.10,2.40,梨类,斤,2021-06-11
酥梨,1.50,1.65,1.80,梨类,斤,2021-06-11
库尔勒香梨,3.00,3.50,4.00,梨类,斤,2021-06-11
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-06-11
红啤梨,3.00,3.25,3.50,梨类,斤,2021-06-11
蜜梨,2.00,2.50,3.00,梨类,斤,2021-06-11
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-06-11
鄂、湘、川脐橙,1.80,2.40,3.00,柑橘类,斤,2021-06-11
沃柑,3.50,4.00,4.50,柑橘类,斤,2021-06-11
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-06-10
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-06-10
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-06-10
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-06-10
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-06-10
鸡爪,16.00,16.00,16.00,禽肉类,斤,2021-06-10
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-06-10
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-06-10
鸡翅根,9.00,9.00,9.00,禽肉类,斤,2021-06-10
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-06-10
箱鸡蛋,190.00,192.50,195.00,蛋类,斤,2021-06-10
箱鸡蛋,4.32,4.38,4.43,蛋类,斤,2021-06-10
散鸡蛋,4.60,4.60,4.60,蛋类,斤,2021-06-10
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-06-10
熟鸭蛋,5.80,6.65,7.50,蛋类,斤,2021-06-10
松花蛋,6.00,7.00,8.00,蛋类,斤,2021-06-10
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-06-10
鹌鹑蛋,5.20,5.85,6.50,蛋类,斤,2021-06-10
柴鸡蛋,4.60,7.30,10.00,蛋类,斤,2021-06-10
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-06-10
鲫鱼,16.00,16.00,16.00,200g-250g,斤,2021-06-10
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-06-10
胖头鱼,15.00,15.00,15.00,>2000g,斤,2021-06-10
武昌鱼,12.00,12.50,13.00,700g左右,斤,2021-06-10
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-06-10
桂鱼,65.00,67.00,69.00,中桂,斤,2021-06-10
嘎鱼,24.00,24.50,25.00,<100g,斤,2021-06-10
淡水鲈鱼,25.00,25.00,25.00,活,斤,2021-06-10
多宝鱼,26.00,27.00,28.00,活,斤,2021-06-10
白虾,42.00,43.50,45.00,活,斤,2021-06-10
小龙虾,17.00,17.50,18.00,活,斤,2021-06-10
小葱,0.70,0.95,1.20,普通,斤,2021-06-09
蒜苗,2.00,3.25,4.50,苏鲁,斤,2021-06-09
蒜黄,5.00,5.50,6.00,\冀,斤,2021-06-09
青蒜,2.20,2.50,2.80,冀,斤,2021-06-09
平菇,4.00,4.50,5.00,\小叶,斤,2021-06-09
香菇,3.00,4.00,5.00,普通,斤,2021-06-09
白玉菇,3.00,3.25,3.50,普通,斤,2021-06-09
口蘑,6.00,6.30,6.60,普通,斤,2021-06-09
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-06-09
金针菇,1.20,1.60,2.00,普通,斤,2021-06-09
大白菜,0.50,0.55,0.60,储存\新,斤,2021-06-09
娃娃菜,0.60,0.75,0.90,大\小,斤,2021-06-09
小白菜,0.50,0.60,0.70,普通,斤,2021-06-09
芹菜,0.80,0.90,1.00,\冀,斤,2021-06-09
西芹,1.50,1.65,1.80,普通,斤,2021-06-09
菠菜,1.30,1.55,1.80,冀\蒙,斤,2021-06-09
莴笋,1.20,1.35,1.50,冀/鲁,斤,2021-06-09
团生菜,0.80,1.00,1.20,毛|净,斤,2021-06-09
圆白菜,0.30,0.45,0.60,\冀,斤,2021-06-09
紫甘蓝,0.70,0.73,0.75,冀,斤,2021-06-09
散叶生菜,0.80,1.00,1.20,\京冀,斤,2021-06-09
油菜,1.00,1.15,1.30,\京冀,斤,2021-06-09
香菜,1.40,1.60,1.80,\冀,斤,2021-06-09
茴香,1.00,1.25,1.50,\冀,斤,2021-06-09
韭菜,1.00,1.15,1.30,普通,斤,2021-06-09
韭菜苔,3.50,3.75,4.00,普通,斤,2021-06-09
苦菊,1.00,1.15,1.30,辽,斤,2021-06-09
油麦菜,0.90,0.95,1.00,\京,斤,2021-06-09
散菜花,1.00,1.15,1.30,豫\苏,斤,2021-06-09
绿菜花,1.50,1.75,2.00,京\ 冀,斤,2021-06-09
菜花,1.00,1.25,1.50,/冀,斤,2021-06-09
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-09
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-09
紫菜苔,3.00,3.10,3.20,普通,斤,2021-06-09
番茄,1.00,1.30,1.60,川鲁蒙,斤,2021-06-09
番茄（精品）,1.50,1.65,1.80,\鲁新,斤,2021-06-09
樱西,2.80,2.90,3.00,小红,斤,2021-06-09
黄瓜,0.70,0.85,1.00,蒙辽袋\鲁,斤,2021-06-09
黄瓜(鲜干花),1.00,1.05,1.10,冀,斤,2021-06-09
小黄瓜,1.60,2.10,2.60,旱\荷兰,斤,2021-06-09
茄子,1.00,1.20,1.40,冀,斤,2021-06-09
长茄,0.80,1.10,1.40,辽,斤,2021-06-09
广茄,1.30,1.65,2.00,冀,斤,2021-06-09
线茄,2.00,2.90,3.80,冀,斤,2021-06-09
吊冬瓜,0.70,0.75,0.80,冀,斤,2021-06-09
地冬瓜,0.50,0.53,0.55,冀,斤,2021-06-09
小毛冬瓜,0.80,1.00,1.20,冀\长,斤,2021-06-09
架豆,2.00,2.10,2.20,普通,斤,2021-06-09
豆王,2.80,3.40,4.00,普通,斤,2021-06-09
螺丝椒,1.30,1.50,1.70,普通,斤,2021-06-09
柿子椒,1.00,1.25,1.50,\鲁新,斤,2021-06-09
线椒,1.60,1.80,2.00,\鲁琼新,斤,2021-06-09
杭椒,1.80,1.90,2.00,普通,斤,2021-06-09
小米椒,4.00,4.50,5.00,滇,斤,2021-06-09
彩椒,3.50,3.75,4.00,红\黄,斤,2021-06-09
白萝卜,0.35,0.40,0.45,\冀,斤,2021-06-09
心里美,0.70,0.75,0.80,冀/新,斤,2021-06-09
卞萝卜,0.40,0.45,0.50,冀,斤,2021-06-09
青萝卜,0.80,0.85,0.90,冀\鲁新,斤,2021-06-09
胡萝卜,0.70,0.80,0.90,冀/鲁新,斤,2021-06-09
胡萝卜（洗）,0.90,1.00,1.10,冀/鲁,斤,2021-06-09
土豆,0.70,0.80,0.90,\冀,斤,2021-06-09
新土豆（黄心）,0.80,1.00,1.20,鲁,斤,2021-06-09
黄葱头,0.90,1.05,1.20,\蒙甘,斤,2021-06-09
红葱头,1.10,1.20,1.30,老/新,斤,2021-06-09
山药,2.00,2.35,2.70,脆\麻新,斤,2021-06-09
铁棍山药,5.00,5.50,6.00,普通,斤,2021-06-09
莲藕,6.00,7.00,8.00,冀\云,斤,2021-06-09
红薯,1.20,1.25,1.30,\冀新,斤,2021-06-09
扁豆,2.50,3.00,3.50,冀\鲁聊城,斤,2021-06-09
豇豆,2.00,2.50,3.00,鲁\京,斤,2021-06-09
白不老,2.00,2.10,2.20,滇|鲁,斤,2021-06-09
锅里变架豆,1.80,1.90,2.00,普通,斤,2021-06-09
油豆,2.20,2.85,3.50,鲁,斤,2021-06-09
毛豆,4.00,4.15,4.30,普通,斤,2021-06-09
豌豆,1.30,1.33,1.35,普通,斤,2021-06-09
蚕豆,1.20,1.25,1.30,普通,斤,2021-06-09
荷兰豆,5.00,5.50,6.00,冀\云,斤,2021-06-09
玉米,1.50,1.65,1.80,普通,斤,2021-06-09
花生,4.50,5.00,5.50,广东\海南,斤,2021-06-09
苦瓜,2.00,2.25,2.50,鲁,斤,2021-06-09
丝瓜,1.50,2.00,2.50,豫\鲁,斤,2021-06-09
丝瓜,2.00,2.50,3.00,短,斤,2021-06-09
瓠子,1.50,1.65,1.80,普通,斤,2021-06-09
西葫芦,0.60,0.80,1.00,滇/鲁,斤,2021-06-09
佛手瓜,2.50,2.75,3.00,普通,斤,2021-06-09
金丝南瓜,0.50,0.55,0.60,鲁冀,斤,2021-06-09
南北瓜,0.80,0.85,0.90,桂,斤,2021-06-09
尖椒,1.00,1.25,1.50,冀晋/鲁新,斤,2021-06-09
红薯,1.50,1.75,2.00,精品,斤,2021-06-09
茭白,2.50,2.75,3.00,京\浙,斤,2021-06-09
凉薯,2.00,2.15,2.30,普通,斤,2021-06-09
荸荠,3.00,3.40,3.80,皖,斤,2021-06-09
芋头,2.00,2.15,2.30,\鲁,斤,2021-06-09
苇叶,3.40,4.70,6.00,普通,斤,2021-06-09
姜,3.00,4.00,5.00,姜头\整,斤,2021-06-09
大蒜,2.50,3.00,3.50,普通,斤,2021-06-09
新蒜,2.60,2.80,3.00,普通,斤,2021-06-09
蒜米,3.20,3.50,3.80,普通,斤,2021-06-09
大葱,0.90,1.05,1.20,冀\鲁,斤,2021-06-09
油菜,1.00,1.25,1.50,水菜,斤,2021-06-09
小白菜,1.20,1.45,1.70,水菜,斤,2021-06-09
油麦菜,1.00,1.25,1.50,水菜,斤,2021-06-09
奶白菜,3.00,3.50,4.00,水菜,斤,2021-06-09
散生菜,0.80,1.10,1.40,水菜,斤,2021-06-09
香葱,1.50,2.00,2.50,水菜,斤,2021-06-09
茼蒿,6.00,7.00,8.00,水菜,斤,2021-06-09
蒿子秆,2.00,2.50,3.00,水菜,斤,2021-06-09
水萝卜,2.00,2.50,3.00,水菜,斤,2021-06-09
箱装菠萝（上六下六）,1.20,1.40,1.60,其他类,斤,2021-06-09
百香果,10.00,11.00,12.00,其他类,斤,2021-06-09
桑葚,3.00,4.00,5.00,其他类,斤,2021-06-09
红颜九九草莓,7.00,8.00,9.00,其他类,斤,2021-06-09
杨梅,10.00,12.00,14.00,其他类,斤,2021-06-09
火龙果,3.00,4.50,6.00,其他类,斤,2021-06-09
木瓜,3.00,3.25,3.50,其他类,斤,2021-06-09
柠檬,3.50,3.75,4.00,其他类,斤,2021-06-09
黑枣,5.00,5.50,6.00,其他类,斤,2021-06-09
山楂,10.00,12.50,15.00,其他类,斤,2021-06-09
姑娘果（灯笼果）,10.00,15.00,20.00,其他类,斤,2021-06-09
鸭梨,1.20,1.35,1.50,梨类,斤,2021-06-09
雪花梨,1.40,1.50,1.60,梨类,斤,2021-06-09
皇冠梨（标箱）,2.00,2.25,2.50,梨类,斤,2021-06-09
丰水梨,1.80,2.25,2.70,梨类,斤,2021-06-09
酥梨,1.50,1.65,1.80,梨类,斤,2021-06-09
库尔勒香梨,3.00,3.50,4.00,梨类,斤,2021-06-09
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-06-09
红啤梨,3.00,3.25,3.50,梨类,斤,2021-06-09
蜜梨,2.00,2.50,3.00,梨类,斤,2021-06-09
土豆,0.70,0.80,0.90,\冀,斤,2021-06-07
新土豆（黄心）,0.80,1.00,1.20,鲁,斤,2021-06-07
黄葱头,0.90,1.05,1.20,\蒙甘,斤,2021-06-07
红葱头,1.10,1.20,1.30,老/新,斤,2021-06-07
山药,1.80,2.25,2.70,脆\麻新,斤,2021-06-07
铁棍山药,5.00,5.50,6.00,普通,斤,2021-06-07
莲藕,6.00,7.50,9.00,冀\云,斤,2021-06-07
红薯,1.20,1.25,1.30,\冀新,斤,2021-06-07
红薯,2.00,2.15,2.30,精品,斤,2021-06-07
茭白,2.50,2.85,3.20,京\浙,斤,2021-06-07
凉薯,2.00,2.15,2.30,普通,斤,2021-06-07
荸荠,3.00,3.40,3.80,皖,斤,2021-06-07
芋头,2.00,2.15,2.30,\鲁,斤,2021-06-07
苇叶,3.40,4.70,6.00,普通,斤,2021-06-07
姜,3.00,4.00,5.00,姜头\整,斤,2021-06-07
大蒜,2.50,2.90,3.30,普通,斤,2021-06-07
新蒜,2.60,2.80,3.00,普通,斤,2021-06-07
蒜米,3.20,3.50,3.80,普通,斤,2021-06-07
大葱,1.00,1.15,1.30,冀\鲁,斤,2021-06-07
小葱,0.70,0.95,1.20,普通,斤,2021-06-07
油菜,1.00,1.10,1.20,\京冀,斤,2021-06-07
香菜,1.20,1.35,1.50,\冀,斤,2021-06-07
油菜,1.00,1.25,1.50,水菜,斤,2021-06-07
小白菜,1.50,1.75,2.00,水菜,斤,2021-06-07
油麦菜,0.80,1.00,1.20,水菜,斤,2021-06-07
奶白菜,2.50,2.75,3.00,水菜,斤,2021-06-07
散生菜,0.80,1.15,1.50,水菜,斤,2021-06-07
香葱,2.00,2.50,3.00,水菜,斤,2021-06-07
茼蒿,7.00,7.75,8.50,水菜,斤,2021-06-07
蒿子秆,2.00,2.25,2.50,水菜,斤,2021-06-07
水萝卜,2.00,2.25,2.50,水菜,斤,2021-06-07
樱桃萝卜,2.00,2.50,3.00,水菜,斤,2021-06-07
香芹,1.50,2.00,2.50,水菜,斤,2021-06-07
菠菜,2.50,3.00,3.50,水菜,斤,2021-06-07
苋菜,2.00,2.50,3.00,水菜,斤,2021-06-07
菊花菜,1.20,1.50,1.80,水菜,斤,2021-06-07
青蒜,2.00,2.50,3.00,水菜,斤,2021-06-07
盖菜,1.50,2.00,2.50,水菜,斤,2021-06-07
芥兰,1.50,1.75,2.00,水菜,斤,2021-06-07
菜心,2.00,2.50,3.00,水菜,斤,2021-06-07
空心菜,2.50,3.00,3.50,水菜,斤,2021-06-07
鸡毛菜,2.50,3.00,3.50,水菜,斤,2021-06-07
荆芥,3.00,3.25,3.50,水菜,斤,2021-06-07
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-06-07
豌豆苗,4.00,4.25,4.50,水菜,斤,2021-06-07
快菜,1.00,1.25,1.50,水菜,斤,2021-06-07
苦菊,1.50,1.75,2.00,水菜,斤,2021-06-07
穿心莲,1.50,2.00,2.50,水菜,斤,2021-06-07
木耳菜,2.50,2.75,3.00,水菜,斤,2021-06-07
椰青/个,6.00,6.25,6.50,其他类,斤,2021-06-07
箱装菠萝（上六下六）,1.20,1.40,1.60,其他类,斤,2021-06-07
百香果,10.00,11.00,12.00,其他类,斤,2021-06-07
桑葚,3.50,4.00,4.50,其他类,斤,2021-06-07
红颜九九草莓,7.00,8.00,9.00,其他类,斤,2021-06-07
杨梅,10.00,12.00,14.00,其他类,斤,2021-06-07
火龙果,3.00,4.50,6.00,其他类,斤,2021-06-07
木瓜,3.00,3.25,3.50,其他类,斤,2021-06-07
柠檬,3.50,3.75,4.00,其他类,斤,2021-06-07
黑枣,5.00,5.50,6.00,其他类,斤,2021-06-07
山楂,10.00,12.50,15.00,其他类,斤,2021-06-07
猪肠,20.00,20.50,21.00,猪肉类,斤,2021-06-07
整牛,33.00,33.00,33.00,牛肉类,斤,2021-06-07
牛前腱,36.00,36.25,36.50,牛肉类,斤,2021-06-07
牛后腱,36.00,36.25,36.50,牛肉类,斤,2021-06-07
牛前腿,34.00,34.50,35.00,牛肉类,斤,2021-06-07
牛后腿,34.00,34.50,35.00,牛肉类,斤,2021-06-07
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-06-07
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-06-07
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-06-07
牛林,34.00,34.50,35.00,牛肉类,斤,2021-06-07
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-06-07
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-06-07
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-06-07
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-06-07
整羊,27.00,27.50,28.00,羊肉类,斤,2021-06-07
去骨羊前腿,39.00,39.00,39.00,羊肉类,斤,2021-06-07
去骨羊后腿,39.00,39.50,40.00,羊肉类,斤,2021-06-07
羊腰窝,38.00,38.00,38.00,羊肉类,斤,2021-06-07
羊肉片,38.00,39.00,40.00,羊肉类,斤,2021-06-07
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,斤,2021-06-07
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-06-07
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-06-07
鸡翅根,9.00,9.00,9.00,禽肉类,斤,2021-06-07
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-06-07
箱鸡蛋,190.00,192.50,195.00,蛋类,斤,2021-06-07
箱鸡蛋,4.32,4.38,4.43,蛋类,斤,2021-06-07
散鸡蛋,4.60,4.60,4.60,蛋类,斤,2021-06-07
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-06-07
